FeatureID,MinScan,MaxScan,MinCharge,MaxCharge,MonoMass,RepScan,RepCharge,RepMz,Abundance,ApexScanNum,ApexIntensity,MinElutionTime,MaxElutionTime,ElutionLength,Envelope,LikelihoodRatio
12,105,168,5,11,6779.881845,112,10,0,11817409856,112,6413984392,2.45,3.32,0.87,"0,299875717.59;1,1006330866.55;2,1803054411.05;3,2255094943.68;4,2278922712.93;5,1733183825.87;6,1172338015.52;7,699789548.86;8,357455622.43;9,168299549.73;10,43061993.48;",0.99
13,224,252,10,18,10988.51805,224,17,0,7810065344,224,5558684882,4.12,4.54,0.42,"0,7408195.24;1,106796909.77;2,270262256.00;3,565626466.73;4,890121454.75;5,1077781613.61;6,1185800728.66;7,989021939.27;8,813771555.01;9,601013290.99;10,582085075.09;11,280638479.45;12,199747708.14;13,114072767.22;14,116138778.97;15,9776424.84;",0.99
14,581,700,17,40,24224.43763,644,33,693.57,33815800288,644,5486853265,10.67,13.05,2.38,"1,202999.17;2,4692035.87;3,4803567.88;4,8848345.14;5,55230809.05;6,239225161.16;7,401538391.70;8,694644851.60;9,1139802109.36;10,1626747947.26;11,2210948917.34;12,2671051539.51;13,3172919421.87;14,3391896082.98;15,3391481286.16;16,3134828592.34;17,2752640606.10;18,2412560365.37;19,1920106945.78;20,1519029434.06;21,1039794798.05;22,748456646.63;23,559204713.23;24,449281019.40;25,265829532.20;",1
15,224,252,9,21,13114.74295,224,17,691.7,8053457472,224,5082377663,4.12,4.54,0.42,"2,104642804.46;3,299149978.60;4,475297536.78;5,775212899.08;6,933729109.76;7,1143388241.11;8,1045359346.79;9,939235570.14;10,802557961.43;11,530305800.25;12,402258461.96;13,254778452.05;14,184893894.16;15,102277253.51;16,53708743.56;17,6659198.76;",1
16,154,217,8,19,11610.07717,161,18,0,11100088800,161,5002030370,3.13,4.02,0.89,"0,33146434.78;1,161454942.42;2,305870504.21;3,544644421.35;4,901938361.62;5,1198695932.64;6,1404496919.35;7,1492128003.67;8,1372386179.95;9,1202175653.19;10,912169490.14;11,653098819.04;12,467490051.95;13,290758934.82;14,159629750.67;",1
17,1926,5797,9,22,13474.74423,5699,13,899.84,9918947912,5699,4740061981,139.24,142.59,3.36,"2,137808762.02;3,255381733.75;4,449203982.42;5,723973640.86;6,956730114.25;7,1170214353.59;8,1256724119.86;9,1192443797.87;10,1034969267.34;11,836025426.79;12,655847274.47;13,484120958.20;14,344432354.23;15,253391629.39;16,167226566.69;17,441762.04;",1
18,147,203,6,10,6245.310289,182,10,0,11601271516,182,4586195043,3.03,3.82,0.79,"0,432641988.51;1,1137643079.24;2,1939400859.00;3,2193967358.66;4,2058504327.69;5,1617717806.96;6,1075165439.00;7,677542986.99;8,335335322.02;9,132985068.69;10,366049.71;",1
19,217,231,12,24,14764.67135,217,22,616.49,6378639904,217,4376987788,4.02,4.22,0.2,"3,157364505.09;4,232911915.16;5,402214412.76;6,458389703.28;7,666285287.37;8,707538656.20;9,788520477.22;10,719594742.93;11,652332017.66;12,506303008.66;13,410697695.96;14,279365373.37;15,186128717.49;16,109411470.19;17,88001536.03;18,13578574.36;",1
20,105,154,7,17,10492.45043,105,15,618.57,8173405504,105,4343455413,2.45,3.13,0.68,"0,22251193.51;1,148617991.72;2,264102425.39;3,489232212.14;4,783053280.35;5,1059307192.32;6,1194764687.60;7,1177242431.62;8,1027345534.66;9,806531307.57;10,586018461.00;11,322740690.10;12,191640781.50;13,100553650.55;",0.99
21,357,525,12,27,16299.8047,378,20,742.33,20502352032,378,4337869044,6.14,9.49,3.35,"2,9607260.70;3,210027539.91;4,488763558.14;5,860630851.39;6,1373765753.91;7,1874689947.81;8,2339630636.98;9,2528893493.58;10,2494531867.02;11,2247242728.40;12,1840812292.76;13,1459769237.52;14,1061595275.69;15,713251580.64;16,470592107.71;17,298030463.52;18,194859156.23;19,31444103.22;20,4196248.41;",1
22,1926,2947,9,22,13586.63871,2541,18,680.74,72334446445,2541,4095516222,53.74,64.77,11.03,"0,2120451.07;1,7538465.04;2,458677518.42;3,1278154849.29;4,2812550104.23;5,5080868836.10;6,7439927450.25;7,9236655708.83;8,10127710564.17;9,9630577459.22;10,8283821888.45;11,6470903641.45;12,4673378620.13;13,3111153849.69;14,1953026146.81;15,1148795265.59;16,617283711.60;17,1247552.82;",1
23,1926,3472,9,22,13529.72168,2604,17,713.57,73040314295,2604,3982110179,53.94,79.55,25.61,"0,149964.27;1,1356313.62;2,419679188.85;3,1205179216.65;4,2925355024.75;5,5123257177.45;6,7539610451.04;7,9525387381.44;8,10114721532.97;9,9670864881.73;10,8335640676.90;11,6503906919.11;12,4676526875.51;13,3147766747.49;14,1962080767.47;15,1155928387.69;16,727980032.16;17,3662173.53;18,749055.05;19,426757.35;",1
24,287,315,17,35,21000.10864,294,29,678.85,10278680192,294,3842034170,5.04,5.49,0.45,"4,51117672.74;5,192203842.50;6,183950407.91;7,240218981.27;8,469264959.98;9,547745005.35;10,807538728.12;11,1012244621.41;12,978942178.97;13,1021393982.80;14,951607993.74;15,897258551.23;16,703541678.14;17,607039053.22;18,396277151.88;19,365057095.66;20,302587599.29;21,191443224.60;22,218841457.61;23,86969887.21;24,53430398.11;",0.99
25,1449,1806,11,27,16487.08849,1491,24,635.51,59925213974,1491,3534459213,28.45,35.95,7.5,"2,3447211.59;3,918396593.74;4,1183035457.34;5,1777170175.37;6,3033350123.62;7,4478385686.67;8,5859626491.80;9,6735948353.54;10,7151220252.89;11,6772348335.44;12,5957603584.95;13,4838417175.39;14,3623881962.82;15,2599682431.24;16,1889314055.64;17,1283164385.33;18,977894888.28;19,832074152.63;20,9597465.42;21,597584.17;",1
26,294,455,8,19,11721.57067,301,17,618.35,8703552372,301,3521056622,5.15,8,2.85,"0,5424509.99;1,14428499.85;2,320498829.83;3,448031279.44;4,802363213.13;5,1141856590.39;6,1256529147.48;7,1338990160.94;8,1088902572.15;9,843595926.65;10,590528894.29;11,412597019.21;12,228470890.75;13,111504585.20;14,95994903.38;15,3831738.60;",1
27,224,266,8,19,11878.24104,224,15,700.04,5492076800,224,3490012805,4.12,4.74,0.63,"2,139024126.10;3,297571527.14;4,513067162.92;5,675891730.40;6,790677640.79;7,826759884.71;8,686715148.50;9,566397569.52;10,420432475.49;11,271795355.42;12,151122043.45;13,88896319.94;14,63723940.45;",1
28,238,259,12,25,15127.4423,238,22,631.74,7683406464,238,3488396835,4.32,4.64,0.33,"3,165593586.87;4,292213342.74;5,502564058.30;6,719417568.78;7,831674148.84;8,943169093.02;9,911648308.61;10,859281457.12;11,743511519.55;12,652914404.56;13,397786267.60;14,251245569.22;15,207515528.20;16,121760877.78;17,83107527.44;",1
29,112,161,8,18,11322.9451,126,16,630.4,8584545344,126,3420778348,2.57,3.21,0.64,"1,115975296.14;2,270892175.45;3,454356387.60;4,695622390.76;5,969216730.04;6,1051518500.41;7,1072382068.29;8,1051099099.13;9,877386124.96;10,742490380.01;11,532110384.09;12,356862203.21;13,228415863.29;14,151532899.11;15,12687581.29;16,1992342.42;",0.99
30,1176,1463,8,19,11374.52689,1225,15,670.44,52265565360,1225,3353894246,23.54,28.71,5.18,"0,5908191.37;1,192027029.16;2,812517984.17;3,2240091751.34;4,4186929438.94;5,6163026508.33;6,7461383660.76;7,7809299983.47;8,7156519564.90;9,5748798533.24;10,4218554597.59;11,2924453488.72;12,1734756109.15;13,1039951100.47;14,564491183.95;15,6827225.61;",1
31,1926,4929,10,24,14782.17007,4572,20,673.33,37313389043,4572,3351534781,108.09,119.05,10.96,"1,284246.49;2,1005523.51;3,372335256.07;4,947848318.86;5,1905042347.84;6,3075390762.29;7,4132871730.32;8,4941859438.98;9,4975894738.01;10,4728991467.32;11,3885584508.20;12,3036409721.49;13,2141540896.30;14,1433450508.50;15,900865913.03;16,527234927.99;17,306100818.18;18,642909.57;",1
32,238,266,6,12,7681.324305,238,9,699.67,5591298080,238,3266973039,4.32,4.74,0.43,"0,117145111.30;1,353888107.96;2,682528009.78;3,862392613.20;4,921856785.31;5,832953266.27;6,636853548.77;7,522440616.00;8,376055944.54;9,214076550.77;10,71106097.12;",0.99
33,294,322,11,25,15199.72431,301,22,634.74,8480521088,301,3239158955,5.15,5.6,0.45,"1,8162207.00;2,26062891.19;3,133210590.83;4,129872948.31;5,295154276.47;6,594724285.87;7,873780088.56;8,1042590402.27;9,1089726048.84;10,1018445627.13;11,889463051.62;12,700685317.25;13,553205311.45;14,404949319.00;15,224128058.63;16,299783480.08;17,88640051.23;18,78749671.14;19,11234177.88;20,11895034.39;21,6054136.68;",0.99
34,1926,5678,10,25,15182.64086,4110,22,633.99,78109682602,4110,3018510440,92.97,139.42,46.45,"0,173585.90;1,3980549.97;2,161282030.42;3,977727783.46;4,1861797932.57;5,3371237537.41;6,5384127517.82;7,7428421096.41;8,9119178310.64;9,9828067772.01;10,9552106395.53;11,8430421691.64;12,6903968722.46;13,5203480899.91;14,3708049303.48;15,2491484678.81;16,1653892609.28;17,1193679433.50;18,833129771.41;19,3254789.36;",1
35,322,497,12,27,16519.05614,329,24,636.7,17319758688,329,3012673924,5.6,8.86,3.26,"2,10979330.75;3,260838129.46;4,333098888.96;5,546108294.96;6,857110210.52;7,1311689440.65;8,1633335163.88;9,1964098041.08;10,2082039192.89;11,1975095337.06;12,1724867251.07;13,1415763509.49;14,1028630782.18;15,754327584.73;16,490832708.92;17,353427577.96;18,289286993.95;19,248047443.53;20,25593523.94;21,14572857.57;",1
36,266,280,19,40,24336.55857,273,34,677.41,5798135168,273,2939128385,4.74,4.95,0.2,"4,36504416.99;5,43469696.63;6,94261482.00;7,107421051.92;8,125427935.97;9,156033285.08;10,246605986.82;11,391433093.77;12,432863079.02;13,523163389.36;14,580709109.11;15,526803744.77;16,550506204.09;17,478262888.55;18,418412662.90;19,336834607.46;20,239939468.21;21,170788554.07;22,172728651.98;23,115379632.58;24,50582012.17;",1
37,238,259,21,41,24587.22713,245,39,601.12,7719876736,245,2866070552,4.32,4.64,0.33,"5,79156331.69;6,212693064.40;7,176981303.60;8,193002383.82;9,271516344.95;10,373984511.35;11,407333128.16;12,537210713.99;13,542987519.84;14,612730811.40;15,718782271.44;16,693707441.39;17,533912813.57;18,508840158.44;19,457048520.15;20,336687584.24;21,242139836.21;22,215859589.64;23,179706151.51;24,157757586.53;25,154722518.90;26,62423586.63;27,50686815.73;",0.99
38,301,322,9,23,14320.71889,301,19,683.33,6725371712,301,2808854617,5.26,5.6,0.34,"0,12978172.11;1,24898554.21;2,104116462.51;3,168668889.52;4,299525264.65;5,510944298.38;6,663422117.70;7,783554677.01;8,871264976.34;9,773324368.33;10,694901798.71;11,532234239.79;12,408442912.32;13,428348364.75;14,252679186.78;15,100721388.46;16,58576366.73;17,36766447.81;",1
39,301,343,12,29,17822.34224,308,21,776.41,3925977680,308,2743597874,5.26,5.92,0.66,"3,2332335.91;4,29642312.70;5,110490454.46;6,176172989.63;7,277579009.56;8,301705833.01;9,351804480.37;10,401263212.57;11,442067084.17;12,399056285.68;13,343755779.40;14,262517207.20;15,248319726.94;16,191007318.54;17,110807813.27;18,99109408.99;19,70288134.37;20,74356559.21;21,33699429.45;",0.99
40,105,140,5,11,6811.858656,105,11,0,3938950416,105,2619937296,2.45,2.95,0.5,"0,92661872.84;1,305322954.36;2,588427894.43;3,787611611.92;4,727275565.33;5,584252782.25;6,419960570.52;7,222683588.21;8,119491317.54;9,62378741.29;10,28882476.98;",1
41,203,217,13,24,14738.6897,210,23,0,5277903360,210,2607265881,3.82,4.02,0.19,"3,82362458.47;4,170374329.94;5,328134971.87;6,406620214.98;7,547123176.99;8,674891130.86;9,642979797.20;10,618481726.06;11,510861283.61;12,416950748.56;13,335032684.20;14,203132196.55;15,164885920.61;16,94135833.34;17,81934738.76;",1
42,1926,3101,9,22,13742.72477,2618,18,688.55,50168486773,2618,2480577691,54.43,69.13,14.7,"0,4897284.41;1,1484925.14;2,251409312.98;3,748838674.11;4,1809244193.63;5,3377066295.56;6,4968112999.26;7,6430865078.26;8,6892026621.08;9,6747281340.88;10,5840678169.20;11,4603184715.19;12,3414704541.10;13,2291325628.49;14,1421547903.70;15,845448201.54;16,515485268.24;17,4313681.26;18,519685.39;",1
43,105,168,8,18,11339.34258,119,16,631.34,7245200632,119,2448760238,2.45,3.32,0.87,"1,52701147.75;2,210379945.61;3,519622563.82;4,711317739.42;5,839211816.04;6,908647845.79;7,923195911.78;8,813283186.00;9,681891900.10;10,529363027.24;11,397311708.21;12,276196929.52;13,166848476.03;14,108271814.16;15,53805187.45;16,41829490.94;17,11315730.75;",0.99
44,154,182,6,11,6916.69569,161,10,0,3634807476,161,2443884478,3.13,3.53,0.4,"0,89341092.58;1,262539185.26;2,490602744.95;3,659952485.55;4,706858598.94;5,540723737.96;6,418258514.66;7,240701430.45;8,119133242.37;9,74818910.89;10,31378526.25;11,497659.69;",1
45,714,833,11,26,15909.87064,749,22,664.29,18283532724,749,2436705555,13.33,15.9,2.57,"3,96046014.52;4,293063960.30;5,588729507.43;6,1047150765.99;7,1548773788.65;8,2004593798.00;9,2266790424.70;10,2306300201.58;11,2141266659.00;12,1835886571.55;13,1442385809.61;14,1061637580.72;15,734840365.36;16,464706729.58;17,282105319.82;18,160521066.45;19,8715510.25;",1
46,315,343,14,27,16201.7144,315,25,601.48,3453388272,315,2390541950,5.49,5.92,0.42,"3,23861391.16;4,46809290.99;5,134979529.39;6,197264091.35;7,279423554.33;8,369802407.05;9,385730118.64;10,409454977.02;11,406946289.97;12,354775421.61;13,272605703.51;14,214223748.09;15,151331375.17;16,96386461.23;17,62268300.64;18,40878308.82;19,2587122.79;20,4058096.75;",1
47,1926,2674,9,22,13544.60433,2506,19,646.42,15246018952,2506,2282136884,53.74,57.53,3.79,"2,154870122.21;3,395509454.21;4,659961494.98;5,1089099932.32;6,1497742918.32;7,1839515216.76;8,1960195068.28;9,1892085525.81;10,1635013835.07;11,1294342913.59;12,967077444.59;13,699727823.91;14,459567737.42;15,345624255.61;16,247841721.55;17,107823843.40;",1
48,175,196,13,28,16909.38345,189,24,651.71,6951098112,189,2211331322,3.42,3.73,0.3,"2,16515408.33;3,134823341.41;4,119510163.70;5,176380995.14;6,307885867.48;7,401041827.65;8,663012040.73;9,757914147.36;10,818215104.36;11,788059928.84;12,713771020.64;13,580942561.61;14,446285662.95;15,364539688.94;16,225343174.34;17,183759536.77;18,154996783.99;19,71776081.20;20,26321302.52;",0.99
49,1926,4880,9,22,13524.79753,4719,13,903.16,11472583932,4719,2199336771,112.46,117.67,5.21,"1,287344.49;2,106744847.58;3,269501375.72;4,546821484.37;5,927683245.02;6,1278041634.70;7,1488489532.16;8,1565266831.61;9,1448582933.78;10,1233877935.09;11,952443283.53;12,665593941.44;13,459107742.34;14,277196904.78;15,162298189.94;16,90343591.51;17,289610.98;",1
50,1926,2695,9,22,13532.62085,2604,17,713.57,10563442880,2604,2170264513,54.7,57.95,3.25,"6,2517455149.30;7,2197096343.03;8,1727497663.70;9,1218391794.52;10,826145035.48;11,499162896.89;12,307362999.39;13,183686317.55;14,108022645.74;15,92186059.87;16,99524680.20;17,154516258.66;18,180177927.26;19,221748842.81;20,230461665.68;",0.86
51,273,287,13,25,15023.02994,273,21,654.58,4394033664,273,2032783653,4.85,5.04,0.2,"2,8289434.72;3,72348488.95;4,187970339.85;5,288337895.16;6,434869402.12;7,443777723.84;8,546533118.33;9,525347114.50;10,539141805.52;11,392387830.72;12,274567549.67;13,222201971.09;14,167708524.93;15,161496171.89;16,67644841.78;17,61409330.46;",0.99
52,98,161,8,18,11355.54911,119,17,0,6193922650,119,2029780216,2.3,3.21,0.91,"0,22173832.75;1,50116886.90;2,233068729.49;3,334468221.04;4,509203343.58;5,726585899.61;6,791210290.62;7,784568527.19;8,712310197.39;9,602709430.19;10,444894015.66;11,326032002.42;12,226846654.48;13,142369260.39;14,80903074.22;15,56192192.75;16,30621977.77;17,49134950.29;18,70507901.89;",1
53,567,686,18,40,24240.48607,588,33,693.99,9233131328,588,1953687911,10.4,12.75,2.35,"3,8302123.77;4,5214236.74;5,5188290.69;6,95747547.87;7,123963292.30;8,212274360.87;9,324575312.13;10,447267836.91;11,565689220.20;12,747013125.23;13,873294182.07;14,908432353.75;15,879949506.64;16,802385895.05;17,749324090.42;18,644745150.00;19,515467314.01;20,399146507.91;21,262273739.76;22,205797308.93;23,168742071.90;24,164680664.03;25,70152770.49;26,28106382.56;27,21417434.00;28,3964070.32;",1
54,287,301,14,27,16315.28371,294,21,710.79,4037509952,294,1930628159,5.04,5.26,0.21,"2,13496481.72;3,62086288.75;4,98033377.45;5,144822588.35;6,219329324.96;7,304773993.05;8,392280649.47;9,486045630.03;10,485868802.76;11,450579632.05;12,373402586.05;13,323256962.62;14,242848633.15;15,170040862.51;16,132488341.08;17,84514172.88;18,53639069.75;",1
55,1456,1946,11,27,16558.11008,1491,23,663.77,26377247099,1491,1879411915,28.6,39.78,11.18,"2,509523401.68;3,497478193.25;4,555005759.91;5,943209187.99;6,1382314807.88;7,1922923425.68;8,2484308862.34;9,2855651290.06;10,2958870760.43;11,2848446309.89;12,2418319741.21;13,2005008560.18;14,1547729979.19;15,1136894432.36;16,862285656.84;17,716004202.93;18,705200169.02;19,28030110.51;",0.99
56,1926,2086,9,22,13199.25553,2009,17,696.07,9611181000,2009,1850905373,40.34,43.43,3.09,"1,1913424.37;2,152324493.63;3,360136923.66;4,641076177.13;5,976619886.48;6,1208138867.39;7,1315915408.59;8,1282207235.44;9,1101288921.03;10,891171675.75;11,655148846.19;12,436082095.74;13,275113497.03;14,161024119.05;15,96772519.13;16,54844103.58;17,1387959.79;",1
57,343,434,9,22,13242.16723,364,15,780.38,8580575820,364,1786396006,5.92,7.59,1.68,"0,2464412.71;1,4483439.55;2,101055121.26;3,286793165.67;4,540750072.19;5,869362521.54;6,1055313485.07;7,1088748995.27;8,1159295164.23;9,1042109878.40;10,776865126.99;11,575669540.84;12,436250090.46;13,291590320.16;14,165496253.43;15,94928190.51;16,63532850.25;17,16494589.90;18,9364159.25;",1
58,1926,5629,10,25,15197.712,4047,22,634.61,41739209256,4047,1764236819,89.09,138.09,49,"0,1455170.51;1,8135964.08;2,47669211.24;3,1097510798.27;4,1463835750.71;5,2187345846.32;6,3054438984.05;7,3945951443.51;8,4583612537.68;9,4766698032.65;10,4568540101.67;11,4014044109.13;12,3294824878.53;13,2545531985.89;14,1876722371.52;15,1340394592.53;16,1021378517.86;17,918583696.12;18,993319602.40;19,8437406.67;20,599906.62;",1
59,1926,2639,9,22,13487.61355,2506,18,675.79,13209048688,2506,1748327425,53.74,56.69,2.95,"0,3633445.29;1,2794713.70;2,102886073.74;3,239354966.98;4,538997937.86;5,937357820.84;6,1379642176.74;7,1676837650.36;8,1815114228.45;9,1710838150.42;10,1475081868.59;11,1168685847.14;12,830895894.55;13,552125182.17;14,352694289.12;15,228096791.22;16,152264138.60;17,24597324.04;18,13064125.32;19,4069560.63;",1
60,245,259,20,43,26104.01368,252,37,670.77,3545678272,252,1726641889,4.42,4.64,0.22,"6,62616638.12;7,122107308.39;8,93513278.12;9,124453858.84;10,160134609.17;11,169699089.22;12,196534657.03;13,211203246.87;14,236184947.39;15,258290427.53;16,269714172.49;17,258635306.18;18,217425538.99;19,190196819.50;20,186878102.88;21,167366908.77;22,143298211.17;23,121782463.07;24,100887729.51;25,95807605.94;26,85031766.34;27,62612039.83;28,11299646.05;",0.97
61,1463,1834,11,27,16473.0862,1491,23,660.29,29765428897,1491,1707565957,28.71,36.71,7.99,"0,9915865.28;1,318926653.38;2,352628659.25;3,437751187.37;4,620909676.38;5,1112961172.67;6,1709429479.57;7,2352711016.67;8,2985625453.51;9,3373857640.32;10,3407304828.04;11,3224308454.12;12,2823102264.32;13,2260624600.84;14,1746346608.21;15,1264421718.43;16,907865226.86;17,835483907.36;18,10068557.16;19,2808541.30;20,3421799.47;21,2286547.40;22,2621480.62;",1
62,259,280,8,19,11862.08949,273,14,742.77,2305430512,273,1662110407,4.64,4.95,0.31,"1,5088714.28;2,67636108.32;3,129239147.81;4,201163362.93;5,271099799.36;6,356020487.30;7,308148107.08;8,299037380.03;9,216482320.29;10,184064556.19;11,112008586.98;12,76179965.04;13,47231322.92;14,32029200.76;",1
63,322,511,11,27,16504.77744,336,24,636.2,9353356828,336,1657940014,5.6,9.16,3.56,"1,93664433.18;2,101263878.38;3,146658663.01;4,201802258.97;5,312017277.08;6,557504720.97;7,761551177.12;8,917284759.06;9,1015301951.03;10,1071309298.21;11,1019659444.97;12,887412520.63;13,698440076.50;14,498322894.37;15,385217778.43;16,288896617.07;17,254564474.49;18,67316684.31;19,34796905.43;20,15517766.73;21,7978694.83;22,6946269.22;23,9913869.24;",1
64,287,322,9,19,11737.56142,301,17,619.04,5449712544,301,1637455414,5.04,5.6,0.56,"0,8357396.74;1,61344282.53;2,182069216.67;3,304403834.71;4,560653752.81;5,655593211.68;6,763307400.22;7,713995509.41;8,754801951.64;9,461989544.16;10,411486119.27;11,216088188.18;12,150343143.23;13,192173132.29;14,10705106.90;15,2397951.47;",0.99
65,273,287,6,13,8287.422296,273,9,754.69,2262075936,273,1636297689,4.85,5.04,0.2,"1,89548098.38;2,201517329.69;3,362538963.62;4,389947105.79;5,390865300.03;6,286559503.70;7,219353143.32;8,150913215.64;9,73784112.05;10,42952287.26;11,40208015.53;12,7583910.37;13,6303985.94;",0.99
66,294,315,14,29,17839.52639,308,27,616.78,2570490624,308,1634885014,5.15,5.49,0.35,"2,9247551.08;3,42789661.03;4,74387050.02;5,115011640.44;6,143326303.29;7,143620068.64;8,177035969.51;9,261720374.03;10,225925946.53;11,252045988.66;12,269238823.72;13,279424360.10;14,189361362.82;15,101619712.65;16,90314245.06;17,57854142.85;18,48834281.24;19,46986958.81;20,26602104.53;21,15141766.99;",0.98
67,259,273,23,45,27207.22625,266,44,0,4487316736,266,1626408099,4.64,4.85,0.2,"7,40811241.92;8,101218668.34;9,117857535.34;10,174990700.19;11,138180561.23;12,227923706.59;13,265868500.46;14,321924819.32;15,338490343.59;16,372336544.88;17,401160949.50;18,288666510.93;19,289945949.72;20,261099703.73;21,169769065.59;22,203785253.17;23,164851748.50;24,148819280.37;25,141155068.98;26,98518510.82;27,90391302.49;28,78411332.14;29,51135016.50;",0.98
68,1456,1743,11,27,16516.08172,1491,24,636.55,28643711966,1491,1622089700,28.6,34.19,5.59,"1,44085605.54;2,55633488.43;3,607097004.39;4,827067952.37;5,1288845821.52;6,1859265824.98;7,2370581558.56;8,2846106507.79;9,3080663570.45;10,3099122419.56;11,2885589371.99;12,2503528346.89;13,2053655959.92;14,1542744216.98;15,1111247650.55;16,828613630.89;17,639399441.82;18,515513211.41;19,472487674.40;20,7562011.25;21,2346200.06;22,1501630.76;23,1008615.22;",1
69,322,378,13,27,16590.10007,336,24,639.51,7971329536,336,1564132408,5.6,6.52,0.92,"2,151055239.99;3,125288730.49;4,151623901.34;5,259575715.26;6,389498836.55;7,585880671.86;8,742030138.17;9,868811515.57;10,871419286.71;11,877728160.82;12,772303147.36;13,606599859.54;14,449877444.01;15,354091395.92;16,275038852.39;17,202749215.79;18,255841870.41;19,7639155.91;20,14260982.37;21,10007522.49;",0.99
70,315,343,8,17,10746.04762,315,15,633.48,2711926208,315,1513125959,5.49,5.92,0.42,"1,13463074.92;2,153226605.50;3,204194089.60;4,291809799.83;5,402539852.44;6,403746059.82;7,376993303.33;8,296687937.81;9,207379635.51;10,132256876.56;11,103788845.87;12,48039859.40;13,34059551.39;14,34679012.55;15,9059983.20;",0.99
