FeatureID,MinScan,MaxScan,MinCharge,MaxCharge,MonoMass,RepScan,RepCharge,RepMz,Abundance,ApexScanNum,ApexIntensity,MinElutionTime,MaxElutionTime,ElutionLength,Envelope,LikelihoodRatio
2,153,223,8,19,11594.26279,167,18,0,56869292960,167,33198999175,3.3,4.29,0.99,"1,427841339.31;2,1398843691.15;3,2719293403.43;4,4498711105.24;5,6377692001.12;6,7553749211.83;7,7943142849.71;8,7343877485.89;9,6165262477.54;10,4655972408.88;11,3269384985.05;12,2278186001.36;13,1307778932.54;14,783579953.12;15,104180789.21;16,9769475.25;17,32020380.29;",1
3,1959,6085,9,22,13458.45052,5817,13,898.84,42333003221,5817,22671941897,139.95,148.03,8.09,"0,3669696.14;1,24588437.83;2,219834857.58;3,717439287.75;4,1594088939.16;5,2870160832.23;6,4154584084.94;7,5272751293.43;8,5909087353.58;9,5709403231.91;10,4920837299.55;11,3801735453.06;12,2843377970.15;13,1956421038.55;14,1249688406.98;15,743188423.32;16,315877709.96;17,26228287.29;",0.99
4,125,153,6,10,6180.557309,132,9,0,28648159376,132,14511816128,2.91,3.3,0.39,"0,917866378.68;1,2997377778.21;2,5129483865.38;3,5972333523.22;4,5464184393.07;5,3881873903.12;6,2280450812.04;7,1297644678.43;8,580884374.85;9,126059117.87;",1
5,181,195,12,27,16462.19451,181,23,659.9,18368085536,181,14275925429,3.71,3.9,0.19,"3,131699830.79;4,236469573.42;5,498970414.37;6,846098512.73;7,1437624973.42;8,1871599098.09;9,2148011287.34;10,2314594306.08;11,2162265485.35;12,1791559876.96;13,1512356383.05;14,1190487022.18;15,876234132.03;16,589652057.80;17,377808448.66;18,220138783.15;19,162513240.89;",1
6,174,188,14,28,16893.35228,181,27,0,18185532736,181,13837315256,3.59,3.81,0.21,"2,7402087.52;3,17807410.48;4,286902037.18;5,452555830.83;6,1591619136.84;7,1100297359.65;8,1429599655.80;9,2385297051.93;10,1870881101.84;11,1798421713.95;12,2122279851.19;13,1468796524.43;14,1068515257.94;15,932985875.14;16,498703058.58;17,459045490.61;18,401864697.50;19,137323216.72;20,155232788.36;",0.98
7,125,167,7,17,10460.47137,125,15,616.68,31308088832,125,13450125004,2.91,3.5,0.59,"0,8783352.99;1,387094994.10;2,981670261.64;3,1921300701.09;4,3000506156.24;5,4115550927.36;6,4677873767.95;7,4503454946.48;8,3920811787.23;9,2955043528.77;10,2066440347.88;11,1469313583.76;12,856491328.66;13,443749049.49;",0.99
8,216,258,9,22,13405.19057,216,20,610.66,19328887520,216,12331535971,4.19,4.81,0.62,"2,338533096.18;3,688875162.50;4,1233690310.89;5,1810191007.66;6,2358471647.67;7,2619832524.98;8,2502615639.23;9,2249924923.95;10,1908569563.47;11,1310028762.45;12,926929963.73;13,598276881.68;14,378790187.43;15,235173912.34;16,153169728.65;17,15810131.44;",1
9,104,160,5,11,6779.884227,104,10,0,21902019552,104,12041638397,2.6,3.4,0.79,"0,513702352.90;1,1855353394.73;2,3326805473.66;3,4239539414.71;4,4151467244.82;5,3279465597.05;6,2186087188.93;7,1258782392.88;8,643240739.96;9,307559437.15;10,140014462.44;",0.99
10,174,188,12,27,16478.16071,174,23,660.57,24370575360,174,11789795478,3.59,3.81,0.21,"3,258945836.63;4,397432282.52;5,947551097.79;6,1212122473.49;7,1797526911.55;8,2700840622.29;9,2603760810.00;10,2903087789.84;11,2689601123.94;12,2262738698.46;13,2009254715.84;14,1631960363.35;15,1154212894.49;16,778869546.00;17,465903548.07;18,311994351.27;19,244768735.90;",1
11,195,244,10,24,14722.77159,202,23,0,18881982480,202,9849370484,3.9,4.59,0.69,"3,194058637.87;4,511898761.76;5,869504119.36;6,1554742920.04;7,1990823855.45;8,2344763262.77;9,2523663344.01;10,2387354712.65;11,1991721703.06;12,1574022069.29;13,1196520495.88;14,777234039.22;15,470649367.04;16,352844488.57;17,134528663.96;18,7648321.96;",1
12,153,188,6,10,6245.272549,174,10,0,14577243200,174,7702140373,3.3,3.81,0.51,"0,611950316.27;1,1510429374.44;2,2379751577.81;3,2747078540.12;4,2491986469.77;5,2051238757.38;6,1354515813.80;7,770255632.77;8,439491678.29;9,220543995.09;",1
13,146,209,8,19,11610.23705,153,18,0,16988444448,153,7503103087,3.19,4.1,0.91,"1,177666115.78;2,468612140.68;3,817402649.51;4,1412295404.88;5,1851936026.99;6,2257265320.92;7,2336301492.12;8,2087605468.34;9,1829364530.32;10,1393476320.54;11,988527552.12;12,623102209.22;13,463985671.18;14,220036738.32;15,44620797.95;16,8259605.73;17,7981915.55;",1
14,209,244,9,22,13436.59508,216,21,0,16456529376,216,7395495461,4.1,4.59,0.5,"2,201588122.59;3,582153450.37;4,1029159855.84;5,1440775215.66;6,1893129898.10;7,2130773167.39;8,2203233392.33;9,1917599429.09;10,1564183323.94;11,1157805910.52;12,780597199.96;13,542180155.25;14,469130353.65;15,356764226.29;16,187452930.21;",1
15,1959,3184,9,22,13586.64725,2694,18,680.74,97977801132,2694,7204323405,55.16,68.49,13.33,"0,2465061.55;1,8957079.99;2,613218604.50;3,1667300463.48;4,3816896452.11;5,6799322782.56;6,10105686987.14;7,12576861260.47;8,13739511222.59;9,13019260096.19;10,11249537579.88;11,8788829055.31;12,6328927372.08;13,4208706174.07;14,2641879165.34;15,1540453148.51;16,867894759.29;17,2036655.73;",1
16,202,216,10,24,14764.62938,209,22,616.58,7771850240,209,6326138678,4,4.19,0.19,"3,252395729.51;4,204087587.69;5,538055029.49;6,557432228.91;7,745274028.80;8,876971477.14;9,1041429201.59;10,816158371.10;11,810801669.11;12,549980578.26;13,522356036.01;14,337666121.35;15,255696665.59;16,138232083.00;17,112663056.13;18,12648221.82;",0.99
17,1959,3688,9,22,13529.71953,2701,18,677.89,96011124937,2701,6202548591,55.16,82.99,27.83,"0,1285526.07;1,4007245.62;2,538274731.78;3,1600383647.94;4,3894983254.52;5,6750734719.02;6,9891495687.80;7,12369213320.78;8,13323872089.01;9,12708717323.77;10,11006931704.66;11,8495837292.76;12,6178323651.71;13,4183134412.01;14,2572825843.69;15,1510634321.92;16,929033165.38;17,18984941.82;18,32367749.81;",1
18,538,804,17,40,24224.4206,727,33,693.54,40125905380,727,6129099275,9.62,15.25,5.62,"2,5485164.39;3,4669378.03;4,17474263.38;5,59433230.26;6,311188172.14;7,506441936.95;8,844830245.95;9,1345123724.69;10,1966880515.93;11,2574563300.26;12,3166612459.24;13,3704038936.81;14,3942948518.51;15,4045969248.86;16,3767812580.39;17,3304492660.62;18,2839100532.60;19,2191769708.19;20,1788716704.93;21,1253025892.35;22,899185426.12;23,694200832.63;24,532496322.45;25,359356573.87;26,48184.59;",1
19,384,545,12,27,16299.89965,405,20,742.33,33847631616,405,5992967351,6.75,9.8,3.05,"1,1520457.66;2,3770662.90;3,423205881.04;4,835427457.06;5,1479443256.90;6,2296572115.51;7,3193549883.56;8,3853489580.82;9,4204765592.66;10,4115141713.01;11,3651440349.24;12,3013972388.64;13,2342078600.60;14,1704757854.12;15,1189026049.31;16,736745946.07;17,461401224.50;18,326627540.65;19,14673858.12;",1
20,1959,6057,9,22,13474.90533,5803,13,899.84,12861549698,5803,5952860870,139.95,147.1,7.15,"1,93203.63;2,215274199.01;3,383231809.79;4,649225968.19;5,968753358.27;6,1311031439.42;7,1558699915.85;8,1677447522.40;9,1542494833.38;10,1280048712.04;11,1028109237.65;12,789434060.37;13,564626571.71;14,416022088.11;15,293878811.93;16,180326990.36;17,2082136.06;18,754722.28;",1
21,279,342,17,35,21000.1699,286,29,678.88,13895605824,286,5764389097,5.12,6.08,0.96,"3,245435.45;4,51967808.96;5,241101049.15;6,194619494.86;7,354552090.21;8,564996402.61;9,789007061.96;10,1042864080.20;11,1233756517.52;12,1381420538.63;13,1447805707.23;14,1267383695.05;15,1157208542.76;16,1030647618.92;17,786568588.91;18,633351665.55;19,429813534.96;20,464462204.70;21,266247866.02;22,286484830.26;23,134763739.67;24,64234082.10;25,72097722.39;",0.99
22,293,349,8,19,11721.56777,293,17,618.25,13783930544,293,5166952437,5.32,6.18,0.86,"1,4100324.75;2,456399880.44;3,771330883.00;4,1266621623.66;5,1743585468.82;6,2015512493.20;7,1965744051.84;8,1808110567.06;9,1321482047.99;10,972039422.21;11,658286257.52;12,421530160.57;13,216281174.42;14,147264128.24;15,15637531.33;",1
23,216,230,9,21,13115.10378,216,17,691.75,8433287488,216,5161110384,4.19,4.39,0.2,"2,136533177.84;3,355332734.96;4,600040443.61;5,872354533.67;6,1070760081.88;7,1129131168.95;8,1103440246.51;9,968985286.89;10,751342041.37;11,537656100.65;12,351888106.22;13,270109785.32;14,125916085.48;15,83573160.07;16,45654420.54;17,30567544.83;",0.99
24,804,923,10,26,15909.86851,818,22,664.33,28357410248,818,5042715309,15.25,17.64,2.39,"3,167151877.97;4,453443690.25;5,930948093.95;6,1635701437.94;7,2423712437.91;8,3108013469.29;9,3540096152.52;10,3552966263.49;11,3308436453.45;12,2823592377.90;13,2231042263.55;14,1617087002.59;15,1157330323.84;16,707711596.23;17,444786166.68;18,254334817.42;19,1037366.51;",1
25,1539,1973,11,27,16487.10243,1602,23,660.85,79775487278,1602,5012843364,30.13,38.9,8.77,"2,1564025.18;3,1199705264.29;4,1578915924.41;5,2316386610.21;6,4057637395.18;7,6059724212.33;8,7771956496.73;9,8982171130.31;10,9455043980.40;11,9006512511.34;12,7958198772.75;13,6535040104.12;14,4834261775.45;15,3485258781.91;16,2458034631.24;17,1655206757.11;18,1290554045.65;19,1106492018.17;20,22755089.46;",1
26,209,251,8,18,10988.51258,216,16,612.04,11764004832,216,5012408767,4.1,4.71,0.61,"1,119273962.58;2,361915295.34;3,757568443.88;4,1280152457.48;5,1615513626.78;6,1796742115.47;7,1546588650.91;8,1251058849.18;9,898912742.38;10,961079360.91;11,404721985.39;12,269560738.09;13,182072624.12;14,222892561.02;15,54975487.56;16,22644088.21;17,18328569.03;",0.99
27,293,335,12,25,15199.64571,293,22,634.66,15962349760,293,4886735690,5.32,5.97,0.65,"2,6417262.78;3,192846560.50;4,298983607.82;5,598851266.72;6,1039129432.05;7,1617377680.30;8,1890822261.23;9,2147819104.97;10,1976221297.52;11,1782321636.19;12,1488856162.98;13,1018242474.91;14,707446932.94;15,438517570.73;16,451495808.61;17,197338381.59;18,109655879.72;",0.99
28,181,195,5,9,5630.117136,181,9,0,4930606040,181,4820310955,3.71,3.9,0.19,"0,216856016.62;1,670266661.61;2,924054508.73;3,945055460.77;4,1000347689.88;5,776991593.34;6,386421230.31;7,10612483.52;",0.99
29,1959,5061,10,24,14782.17564,4683,21,644.06,53846444059,4683,4655883987,108.48,119.82,11.35,"0,216789.33;1,148597.81;2,1245549.11;3,538498423.04;4,1359272547.50;5,2723044276.25;6,4427467964.96;7,5943548664.63;8,7132099789.78;9,7191537316.71;10,6825003135.35;11,5651174807.64;12,4419214994.41;13,3079828198.31;14,2071519168.31;15,1286827796.16;16,766879736.89;17,428239149.59;18,455838.46;19,185912.06;",1
30,104,160,8,18,11323.43507,118,16,630.46,11472656880,118,4351690069,2.6,3.4,0.79,"0,32167101.79;1,141152285.84;2,466316811.45;3,763038055.47;4,1048068976.19;5,1352571528.38;6,1473685781.47;7,1482269000.71;8,1369502245.88;9,1085840636.08;10,882523965.70;11,642262438.08;12,357640929.34;13,214830724.08;14,108312110.48;15,50842242.12;16,1626627.10;",1
31,1959,5054,9,22,13524.7743,4851,13,903.23,18974843471,4851,4337890271,113.27,119.63,6.36,"1,104974.34;2,165039800.83;3,423312112.96;4,892557411.97;5,1511062060.91;6,2109335385.78;7,2481736349.51;8,2580529328.13;9,2419400398.58;10,2077165163.32;11,1577129606.69;12,1097076100.53;13,749100941.40;14,458851092.90;15,275608215.86;16,156018317.48;17,800862.69;",1
32,167,202,13,28,16909.62564,174,26,605.34,11389923904,174,4203134394,3.5,4,0.51,"3,68332156.29;4,64433741.58;5,371331630.04;6,540368341.08;7,815673324.19;8,1008600022.22;9,1113546135.73;10,1474164275.00;11,1191908839.49;12,1159932692.43;13,952512474.94;14,800107201.23;15,625221387.49;16,394322955.16;17,257685360.98;18,185279075.45;19,164805240.03;20,82262572.20;21,119432057.67;",0.99
33,342,517,12,27,16519.0756,370,23,662.21,26885189688,370,4166328051,6.08,9.21,3.13,"1,8326159.32;2,27666221.98;3,381343019.62;4,517112687.87;5,849951434.90;6,1350425555.58;7,1990470159.10;8,2581156485.58;9,3056699327.67;10,3226699812.47;11,3064224708.21;12,2743699088.18;13,2134713105.54;14,1634352284.31;15,1195282709.06;16,822414224.29;17,550016889.97;18,386247556.84;19,360579827.23;20,3792075.19;",1
34,279,321,14,27,16316.06316,286,23,653.97,9488926848,286,4076239266,5.12,5.76,0.64,"1,40351669.78;2,47531779.63;3,163373015.62;4,334416477.06;5,422070505.79;6,629954121.93;7,866275282.32;8,1061484599.12;9,1129936199.37;10,1130576278.09;11,970643855.95;12,698264807.67;13,623383942.96;14,464088512.49;15,396404477.45;16,229878222.52;17,122544964.58;18,118760583.96;19,38982143.23;",0.99
35,293,335,9,23,14320.78902,300,18,717.45,13137056832,300,4061615660,5.32,5.97,0.65,"1,17228241.82;2,157267639.74;3,288793890.68;4,597248916.74;5,981136590.82;6,1352825388.49;7,1574808246.54;8,1718057823.23;9,1512971366.31;10,1352664483.06;11,956980586.70;12,779805742.14;13,783235730.23;14,539276016.17;15,228048167.64;16,154853904.42;17,135605249.48;18,6242934.01;",0.99
36,188,335,13,27,16201.56077,321,25,601.44,10348252032,321,4054211692,3.81,5.97,2.16,"2,9824927.07;3,90678740.23;4,178520981.25;5,328602375.22;6,576673180.00;7,831733445.88;8,1056651969.99;9,1234369214.52;10,1348224288.96;11,1187310481.56;12,1007610172.43;13,804964426.57;14,623237446.70;15,436480628.15;16,316649661.67;17,192643345.60;18,124072409.21;",1
37,1252,1546,8,19,11374.61559,1301,15,670.44,58132542272,1301,3925769099,24.86,30.26,5.4,"0,4040652.17;1,264870873.89;2,1017506595.85;3,2689520829.04;4,4847236571.36;5,6938047719.82;6,8393649670.52;7,8698269346.05;8,7795606871.24;9,6220666911.43;10,4543953035.36;11,3122170194.03;12,1835871163.07;13,1134666735.01;14,623011570.24;15,3423206.38;",1
38,230,265,12,25,15127.53917,237,23,606.43,8575688512,237,3851801085,4.39,4.91,0.52,"3,155841689.51;4,318581901.02;5,544671718.40;6,777234734.80;7,1022573795.53;8,1026750527.79;9,989545061.57;10,1005322341.84;11,826473331.52;12,709071051.29;13,431805344.09;14,275673649.79;15,231919067.84;16,138364289.12;17,88488054.92;18,21485209.75;19,11883273.13;",1
39,174,195,5,10,6356.80448,188,10,0,4710730272,188,3751049710,3.59,3.9,0.31,"0,31081199.70;1,573558719.34;2,830170304.69;3,887925884.50;4,841551301.44;5,613001923.28;6,455552902.45;7,245629906.73;8,139301390.16;9,61967411.25;10,30988546.11;",0.99
40,1959,2729,9,22,13532.76054,2708,17,713.57,11627758464,2708,3590564392,56.16,56.76,0.59,"6,2809731344.56;7,2401494842.50;8,1821569990.50;9,1305753372.78;10,881904717.72;11,554148639.12;12,314231519.26;13,183677533.74;14,111250735.80;15,107754480.26;16,130648869.37;17,184863813.98;18,243370792.87;19,273308929.46;20,304045110.26;",0.86
41,216,258,8,19,11878.45868,216,15,700.04,5616158080,216,3573027411,4.19,4.81,0.62,"2,168351391.46;3,343163944.47;4,545661673.04;5,734229677.28;6,882895600.86;7,787880059.47;8,702676321.59;9,582638629.40;10,349007762.89;11,235395486.58;12,132311816.18;13,102540441.70;14,49403428.99;",0.99
42,1959,3121,9,22,13742.72909,2792,18,688.59,68120679074,2792,3558963929,56.03,66.74,10.71,"1,3346986.39;2,347226360.91;3,1011552873.57;4,2414752714.37;5,4567530844.67;6,6787383984.18;7,8677676015.05;8,9444853642.84;9,9191811805.30;10,7884753148.38;11,6260532204.66;12,4631418483.68;13,3102417277.43;14,1928751072.34;15,1153588247.21;16,711003687.42;17,950241.41;18,867657.51;19,211231.36;",1
43,230,244,12,25,15143.50261,230,23,607.11,5091329344,230,3430523251,4.39,4.59,0.2,"3,52931108.43;4,206633184.16;5,289281005.72;6,457881782.48;7,578457347.31;8,611044192.66;9,685145322.50;10,586069099.42;11,474859727.48;12,378257380.54;13,257245373.97;14,185022897.41;15,151759411.05;16,86688203.81;17,60434663.57;18,29616500.61;",1
44,1959,5817,6,10,6729.690348,5817,7,749.2,3425640424,5817,3358292251,140.12,140.41,0.29,"0,13625822.23;1,118748335.13;2,447123870.23;3,837648266.82;4,962437073.98;5,590534961.93;6,309247703.25;7,117224560.86;8,29049603.14;",0.96
45,279,321,8,19,11737.57126,293,17,619.04,8661002560,293,3338351986,5.12,5.76,0.64,"0,18032290.43;1,42898737.96;2,302833495.09;3,415768230.57;4,898498063.92;5,1124789513.99;6,1218872755.65;7,1118241634.94;8,1124610275.91;9,789089060.62;10,678016346.39;11,326771738.68;12,253387780.65;13,227492550.57;14,121697242.53;",0.99
46,104,153,8,18,11339.7161,118,17,0,9871633376,118,3244260912,2.6,3.3,0.69,"1,47241747.93;2,261795123.61;3,718328828.12;4,1045560916.68;5,1166618770.45;6,1266632420.69;7,1230628552.86;8,1096335918.11;9,861802780.71;10,684289203.18;11,528446679.20;12,317633683.70;13,205652721.11;14,138960958.15;15,103681877.81;16,132304426.30;17,65713747.61;",0.99
47,237,251,20,41,24587.57686,237,40,0,6384270592,237,3188252211,4.49,4.71,0.21,"5,25899765.33;6,77368210.36;7,107133876.74;8,151737491.83;9,212503290.75;10,245964878.75;11,414103720.82;12,462536694.13;13,541038196.38;14,546963882.83;15,611966043.98;16,548682195.90;17,459303552.13;18,475221823.97;19,294859049.63;20,282882437.62;21,231556192.72;22,185326154.21;23,149043105.82;24,134710978.02;25,99363674.65;26,83108266.84;27,42992782.22;",0.99
48,300,314,12,29,17822.32132,300,22,744.06,5296734600,300,3171283951,5.42,5.66,0.24,"4,60973700.37;5,155954106.03;6,210622538.15;7,344697712.77;8,390369041.01;9,512008400.05;10,512103629.37;11,550173441.14;12,531899168.00;13,498697908.53;14,415205986.66;15,302057357.74;16,284633818.89;17,181913434.02;18,138008525.99;19,117439410.04;20,86177264.34;21,3796645.54;",0.99
49,76,160,8,18,11354.99157,118,17,0,9318956905,118,2964446071,2.08,3.4,1.32,"0,472321.29;1,55992060.83;2,336674541.75;3,507151320.76;4,753174152.25;5,989265848.39;6,1120737225.13;7,1178414284.15;8,1129112385.11;9,973986810.40;10,760408280.15;11,554232444.23;12,400380590.60;13,281707616.62;14,168963015.33;15,92424203.79;16,5025649.88;17,10828711.37;",0.99
50,1959,5768,10,25,15182.69028,4179,22,634.03,95838867077,4179,2916722567,92.65,139.28,46.63,"1,4594088.51;2,149355572.62;3,1246847445.40;4,2328921262.48;5,4188031898.17;6,6673178639.89;7,9192460656.15;8,11237845772.27;9,11910012176.13;10,11694117179.33;11,10327408437.57;12,8429396657.13;13,6330169996.27;14,4512273504.74;15,3056598736.07;16,1989248246.93;17,1462539537.96;18,1103375791.30;19,2260125.73;",1
51,104,160,8,17,10492.45149,104,15,618.62,8663418480,104,2767285748,2.6,3.4,0.79,"0,35697362.97;1,180456457.39;2,322247612.79;3,562378986.35;4,829609587.32;5,1123204711.01;6,1212889772.33;7,1212781566.35;8,1056451507.80;9,847229236.36;10,593398629.92;11,398658956.64;12,212836766.87;13,75572678.02;",1
52,202,216,10,24,14484.96378,209,21,631.1,5608401088,209,2713243399,4,4.19,0.19,"1,16780887.35;2,69014291.33;3,101420306.87;4,236816372.89;5,404897538.88;6,586789615.06;7,692525503.41;8,773932114.56;9,633176706.72;10,603012028.27;11,472321074.51;12,368158547.66;13,263993291.73;14,142342843.90;15,117107007.27;16,66676094.17;17,59434376.26;",1
53,216,230,10,18,11020.3846,216,16,613.59,4767013952,216,2709428213,4.19,4.39,0.2,"0,14392404.03;1,77444571.18;2,209323768.16;3,311526581.73;4,499648339.15;5,657763375.06;6,717855266.91;7,685993524.60;8,554252513.60;9,375446432.01;10,262622165.68;11,184238616.16;12,111693281.44;13,66094098.79;14,38717538.70;",1
54,279,293,20,35,21032.82726,286,30,658.58,5738483328,286,2593817361,5.12,5.32,0.2,"5,111826005.70;6,211587394.70;7,215126320.48;8,269959628.55;9,395594930.45;10,414065504.66;11,465514167.30;12,563562465.34;13,585998463.83;14,499289382.64;15,415444413.88;16,382505050.32;17,233441194.53;18,203232847.16;19,224508761.89;20,120615901.11;21,120950491.68;22,125024227.68;23,131958861.16;24,48273988.35;",0.99
55,1959,2806,9,22,13544.62542,2652,19,646.37,21102414808,2652,2556245042,54.82,58.32,3.5,"1,705592.11;2,165107991.75;3,535217296.11;4,919220086.46;5,1498053136.28;6,2117312901.97;7,2542307583.77;8,2763725298.70;9,2624755724.03;10,2225378000.39;11,1767968458.19;12,1342306250.41;13,969783943.20;14,638756018.62;15,467403416.69;16,322219859.46;17,169822276.67;18,32349643.00;",1
56,1539,1945,11,27,16558.1183,1602,23,663.77,32097857774,1602,2501844215,30.13,38.15,8.02,"2,558428708.89;3,606880617.01;4,677029834.53;5,1151067776.57;6,1710031228.37;7,2329446671.49;8,3030856918.00;9,3401089482.75;10,3555945104.71;11,3465958316.15;12,2984022542.07;13,2453181866.61;14,1810860636.91;15,1369386463.07;16,1035497172.31;17,885385986.15;18,888592311.30;19,164236817.48;20,16983496.66;21,2929534.20;",0.99
57,356,468,9,22,13242.14063,391,15,780.38,12829587648,391,2496964643,6.29,8.24,1.95,"0,8261463.45;1,23507993.70;2,191294125.74;3,412362374.96;4,780630992.50;5,1318699002.61;6,1570284588.46;7,1590612045.00;8,1677047988.18;9,1582278850.56;10,1195487458.22;11,899950253.16;12,650677921.78;13,436816161.23;14,261634685.29;15,110702735.16;16,99361703.06;17,19966690.70;",1
58,1539,1987,11,27,16473.09222,1602,23,660.29,40249641492,1602,2470842480,30.13,39.32,9.19,"0,7925307.00;1,401232133.56;2,484786701.87;3,560152637.16;4,818842931.24;5,1506317407.65;6,2262655674.35;7,3168890185.18;8,3989444665.32;9,4540277096.51;10,4702148806.65;11,4375828950.70;12,3905799438.79;13,3071228854.73;14,2293120765.91;15,1751271606.41;16,1223513929.24;17,1128899498.09;18,34195214.52;19,13132400.08;20,6963295.34;21,2956587.38;",1
59,230,307,6,12,7681.434089,230,10,641.53,5212094200,230,2417927558,4.39,5.53,1.13,"0,112596911.43;1,334951724.23;2,626938814.68;3,791168867.11;4,868677955.29;5,811444262.17;6,628085848.66;7,471291197.11;8,370979170.98;9,128953946.02;10,63838344.39;11,3165332.23;",0.99
60,629,713,17,40,24240.48926,664,33,693.97,14694750272,664,2364523917,11.65,13.32,1.67,"4,18499728.94;5,21314829.83;6,103036202.32;7,181880871.97;8,308544024.24;9,504346919.05;10,691515824.47;11,876856194.44;12,1175654130.00;13,1432391621.05;14,1495874710.79;15,1390091269.71;16,1306410469.93;17,1204148731.75;18,1061270708.49;19,804305425.53;20,623224941.21;21,412774107.38;22,335714785.71;23,299346130.72;24,261540616.53;25,98724157.43;26,27503901.21;27,32441811.05;28,27259419.31;29,54547.57;",1
61,1553,1931,11,27,16516.09139,1602,24,636.59,37137739074,1602,2351171843,30.37,37.79,7.42,"1,24146519.94;2,17171486.21;3,754803278.04;4,1043807975.19;5,1690029096.35;6,2349949950.24;7,3047719904.15;8,3689555484.81;9,3983527169.54;10,4046793919.50;11,3810399628.83;12,3244862773.12;13,2661874726.45;14,2032506973.75;15,1475698566.01;16,1079002402.62;17,802324598.83;18,716860589.83;19,656356115.28;20,4867191.98;21,3029927.13;22,2402475.14;",1
62,1518,1581,11,27,16648.12692,1532,24,641.71,10877178208,1532,2316760916,29.77,30.86,1.09,"2,9268528.46;3,67814775.88;4,131722711.28;5,302941962.87;6,535636326.73;7,863797156.33;8,1055725611.00;9,1257511882.22;10,1290263778.87;11,1282768901.05;12,1118879814.34;13,924819832.17;14,731441100.01;15,482279972.36;16,322430123.68;17,244748227.22;18,141501516.90;19,113616777.65;",1
63,1959,2750,9,22,13487.61355,2666,18,675.79,17765219047,2666,2238588895,53.94,57.2,3.26,"0,3174012.28;1,6207743.21;2,133591511.27;3,330624580.62;4,744890974.43;5,1286339426.11;6,1871780157.89;7,2261935734.72;8,2439576484.74;9,2293810926.13;10,1986421509.69;11,1529536824.83;12,1125533069.73;13,727167217.20;14,471195396.20;15,312353373.42;16,193843041.53;17,36010314.54;18,11210887.30;",1
64,153,167,6,11,6916.7246,153,10,0,4035690560,153,2227227134,3.3,3.5,0.2,"0,89766841.89;1,305438892.03;2,553214250.94;3,714591199.62;4,757073090.66;5,603181786.00;6,448136422.16;7,283774986.50;8,168478665.47;9,87857939.50;10,24175546.18;",1
65,286,321,30,53,31889.25194,286,43,710.14,2618343168,286,2176634605,5.22,5.76,0.54,"7,17174580.75;8,52254402.48;9,59739549.71;10,80413061.09;11,87472011.18;12,108665115.08;13,83600585.00;14,109351899.96;15,142356662.15;16,87214502.55;17,203197562.67;18,121968833.99;19,193859598.25;20,101937288.25;21,188807946.38;22,115393616.23;23,170367429.34;24,93895601.46;25,120300551.21;26,99936935.01;27,136142237.96;28,39566129.80;29,98812630.39;30,64955763.31;31,24870490.28;32,10578696.46;33,5507382.75;",0.92
66,342,559,12,27,16504.81197,370,23,661.53,14946838360,370,2170119386,6.08,10.13,4.05,"1,152021479.21;2,125897439.84;3,209314551.80;4,345074001.21;5,525256019.92;6,828295830.51;7,1196459513.62;8,1511686957.10;9,1600818718.61;10,1788868564.13;11,1634207924.90;12,1376272103.72;13,1107348137.85;14,860009157.68;15,628956681.69;16,454389430.27;17,408632386.77;18,102647688.52;19,79857283.47;20,10804802.35;",1
67,1959,2211,9,22,13199.24417,2148,18,661.32,14104939304,2148,2108966301,42.5,44.8,2.31,"1,589861.41;2,193716268.81;3,527689705.08;4,941926862.13;5,1412486532.15;6,1775888215.05;7,1904791420.49;8,1878816684.18;9,1648508803.58;10,1322080496.77;11,965539975.42;12,645614451.40;13,422675422.82;14,243460067.07;15,136733952.01;16,78571667.14;17,5835735.96;",1
68,251,272,18,40,24352.4114,265,35,659.62,5750534016,265,2095158922,4.71,5.01,0.3,"4,3295678.70;5,19313783.19;6,78959436.73;7,177204713.74;8,150290139.86;9,227857350.94;10,257932214.00;11,355704396.71;12,407360872.78;13,488097902.92;14,532766957.56;15,496807473.74;16,559234279.65;17,465341696.47;18,338169192.12;19,293532353.96;20,219973531.08;21,161314828.49;22,156324983.84;23,95206582.30;24,102376872.82;25,99418779.41;26,64045051.29;",0.99
69,1959,5719,10,25,15197.72495,4151,22,634.7,52697260140,4151,2085678500,89.27,137.91,48.64,"0,2749026.54;1,5383323.48;2,25874598.36;3,1347769909.53;4,1805275720.15;5,2710107001.55;6,3843193793.04;7,4971480794.78;8,5780080047.85;9,6112879618.29;10,5842027571.96;11,5183592868.21;12,4237092513.90;13,3235084286.05;14,2367990003.26;15,1669815895.01;16,1237755333.63;17,1085635274.03;18,1218666240.30;19,13021583.22;20,795558.66;21,779647.97;",1
70,265,279,11,25,15022.86764,272,21,654.54,3900192384,272,2068855781,4.91,5.12,0.21,"1,15584268.91;2,8404288.81;3,56641544.43;4,119843489.48;5,224847211.54;6,334038524.51;7,433887109.80;8,442472900.84;9,509213769.58;10,477898573.07;11,399076661.57;12,285708964.39;13,222503244.86;14,136489311.00;15,145277622.59;16,28684195.92;17,48676786.40;18,10941929.67;",1
