FeatureID,MinScan,MaxScan,MinCharge,MaxCharge,MonoMass,RepScan,RepCharge,RepMz,Abundance,ApexScanNum,ApexIntensity,MinElutionTime,MaxElutionTime,ElutionLength,Envelope,LikelihoodRatio
2,1944,6254,9,22,13458.66705,5959,13,898.77,42021391922,5959,22368496447,139.92,148.17,8.25,"0,418445.80;1,12578789.40;2,325101809.34;3,864317236.12;4,1827995277.16;5,3058363740.13;6,4399902671.62;7,5466401756.84;8,5801287937.55;9,5438431672.48;10,4718660524.98;11,3497851551.91;12,2643645746.96;13,1788959645.09;14,1096170601.94;15,696025911.91;16,372042292.62;17,13198343.10;",1
3,65,107,6,10,6362.42231,65,7,708.28,23300375920,65,21060256203,1.66,2.44,0.78,"0,697221864.94;1,2337372179.20;2,4153668531.48;3,4706502512.23;4,4304192506.66;5,3313958596.53;6,2041191782.82;7,1136765874.66;8,597904744.44;9,11596545.82;",1
4,177,198,11,27,16462.19948,184,23,659.9,43253193472,184,18969645707,3.38,3.68,0.3,"3,256480164.89;4,620759321.83;5,1248189658.58;6,2230858991.71;7,3371165306.42;8,4302600540.30;9,5120747809.78;10,5322912473.00;11,4863189260.36;12,4396265734.23;13,3669720819.91;14,2866889787.38;15,1908400604.39;16,1327617953.15;17,792337628.06;18,564671944.71;19,390381237.89;",1
5,121,170,7,17,10461.37745,128,15,616.68,37177449792,128,16757080471,2.62,3.27,0.65,"1,241275811.29;2,2029446598.87;3,3317930230.73;4,4637442603.02;5,5570814751.88;6,5548185718.61;7,4892237565.34;8,3876560604.27;9,2790553394.31;10,1958510752.93;11,1178939151.42;12,652394043.40;13,363456871.62;14,119696978.21;",1
6,184,198,14,28,16893.33138,184,27,0,25327136128,184,16696988655,3.48,3.68,0.2,"3,34972177.22;4,234021821.83;5,543567333.53;6,1802899308.80;7,1742871628.69;8,2197505145.44;9,3008634358.19;10,2732586320.90;11,2741444341.70;12,2809858265.84;13,2184624884.27;14,1739726387.01;15,1395427463.70;16,835431359.24;17,560154175.11;18,437667509.36;19,209324901.33;20,116415610.82;",0.99
7,156,212,8,19,11594.36014,170,18,0,31791332256,170,14425954789,3.06,3.87,0.81,"1,211391574.10;2,851945829.16;3,1539108774.35;4,2653391268.44;5,3591404120.75;6,4264294330.48;7,4495454044.98;8,4225393964.14;9,3399689172.97;10,2557637142.25;11,1718035617.09;12,1120008156.81;13,683089552.44;14,389759900.07;15,90724214.63;",1
8,128,163,6,10,6180.554242,135,9,0,26645276672,135,13001910619,2.71,3.17,0.46,"0,870528963.62;1,2836186733.62;2,4806065188.00;3,5689258627.00;4,4891060938.75;5,3533185025.75;6,2102541212.38;7,1142368435.12;8,536172635.58;9,237908562.24;",1
9,177,191,11,27,16478.15497,177,23,660.5,22887712768,177,12236795354,3.38,3.58,0.2,"3,197135135.40;4,390709010.60;5,856305343.19;6,1153827831.73;7,1581545942.84;8,2378489624.28;9,2592093179.75;10,2745624919.67;11,2518011455.73;12,2256116525.24;13,1905556674.43;14,1498113834.12;15,1149404757.59;16,711032458.74;17,440742680.57;18,308432800.19;19,151842481.37;20,52725698.41;",1
10,219,261,9,22,13405.15354,219,20,610.66,26276500000,219,12162920612,3.97,4.56,0.59,"1,15670469.87;2,418884782.11;3,918073031.08;4,1706575320.47;5,2480289945.85;6,3216045724.62;7,3337355605.01;8,3419991735.92;9,3114977815.36;10,2530359998.91;11,1915082190.82;12,1298003160.88;13,792326171.86;14,582372500.19;15,306583892.68;16,202916214.81;17,6378544.66;18,14608495.30;",1
11,100,170,8,18,11323.53597,121,16,630.45,29602183360,121,10613774318,2.29,3.27,0.97,"1,155606776.37;2,1188640321.04;3,1986507911.77;4,2844506402.02;5,3557084318.47;6,3830745556.43;7,3837649948.10;8,3483138328.08;9,2707089377.49;10,2225579232.08;11,1582113155.78;12,1013361518.77;13,599619282.46;14,404724050.09;15,162533075.68;16,14432834.46;17,8843857.50;",1
12,212,247,9,22,13436.77905,219,21,0,20598680000,219,9419290858,3.87,4.37,0.5,"0,41106691.73;1,49275322.15;2,298627293.51;3,707503443.39;4,1181015084.62;5,1843422590.18;6,2613430896.92;7,2518073668.60;8,2546387311.38;9,2365841318.96;10,2002178066.69;11,1578004234.12;12,1002516251.30;13,666905493.85;14,498589438.28;15,278506720.91;16,207180855.06;17,58037230.16;18,83350563.96;19,58723990.10;",1
13,198,212,10,24,14722.74138,212,23,0,14632098944,212,8179315647,3.68,3.87,0.19,"2,22235575.58;3,170714877.85;4,393101676.73;5,693938677.36;6,1180920510.44;7,1598112582.25;8,1847205046.78;9,1881211261.88;10,1820951579.38;11,1508255370.20;12,1209819062.03;13,942813982.88;14,575229059.35;15,419600159.20;16,282242240.11;17,85745143.54;",1
14,212,233,12,24,14764.71237,212,22,616.66,11066566144,212,8084536031,3.87,4.16,0.29,"1,30563337.56;2,15543233.64;3,201649718.86;4,357853951.74;5,627034501.07;6,853512903.39;7,1223510084.15;8,1201038231.38;9,1363811415.72;10,1298691765.82;11,1263403416.63;12,792195172.52;13,741754746.81;14,468405608.64;15,324527890.09;16,191813326.94;17,98223967.19;18,13030731.23;",1
15,1094,1402,8,19,11374.53469,1129,15,670.5,1.06887E+11,1129,8054737258,20.05,25.52,5.47,"0,5951077.92;1,406315707.46;2,1710827546.23;3,4559900781.89;4,8569386118.03;5,12751526931.85;6,15421173632.11;7,16208030143.94;8,14620599559.74;9,11708054841.10;10,8569482852.89;11,5603521635.42;12,3497955425.21;13,2041232662.91;14,1172849141.59;15,39156280.89;16,960070.90;",1
16,156,184,6,10,6245.325517,177,10,0,14042105904,177,8023207910,3.06,3.48,0.42,"0,516294415.23;1,1371455493.70;2,2263227618.36;3,2599813125.26;4,2546351234.98;5,2052640745.50;6,1394696967.68;7,748357920.38;8,430903849.28;9,118363931.80;",1
17,100,163,8,18,11339.54619,114,16,631.4,15161922176,114,7948229877,2.29,3.17,0.87,"0,29557143.02;1,54984718.64;2,503423772.88;3,1145345033.62;4,1493361318.22;5,1866988081.87;6,1907783745.95;7,1946965083.14;8,1698239905.08;9,1406627753.89;10,1078753667.97;11,760814433.64;12,561250433.21;13,310742411.65;14,174671935.85;15,131884711.56;16,66022761.34;17,24499688.05;",0.99
18,219,261,9,18,10988.48765,219,16,612.04,18059228768,219,7851643955,3.97,4.56,0.59,"1,213924482.85;2,703429138.53;3,1281233078.37;4,2007883237.07;5,2457017547.16;6,2679287294.22;7,2383484995.79;8,1881879288.38;9,1286123186.66;10,1375758697.63;11,712377237.89;12,433377927.71;13,288719752.85;14,316280870.02;15,38449134.45;",0.99
19,1944,3271,9,22,13586.6533,2627,17,716.52,1.37301E+11,2627,7667112448,50.72,67.44,16.72,"0,3122817.05;1,6958838.29;2,838571139.29;3,2358476189.07;4,5367259274.32;5,9553655639.00;6,14157949594.22;7,17662657746.90;8,19212157540.33;9,18256543531.28;10,15682566593.74;11,12273739135.98;12,8844388136.71;13,5947913017.49;14,3745761572.59;15,2178183036.32;16,1197221599.41;17,5356601.93;18,4759061.48;19,1260645.21;20,2665888.66;",1
20,100,170,5,11,6779.879059,107,10,0,20154775376,107,7546969088,2.29,3.27,0.97,"0,496405488.99;1,1695675090.57;2,3041859106.20;3,3866912370.75;4,3819808957.23;5,2999412792.27;6,1995189338.50;7,1191170600.54;8,630879990.36;9,284162616.48;10,133295859.26;",1
21,233,282,10,25,15127.31876,240,24,0,12066907424,240,7403547517,4.16,4.85,0.69,"0,9332919.27;1,26668728.19;2,30125035.07;3,206852473.80;4,452155276.34;5,691393568.67;6,1083756071.64;7,1386005401.22;8,1421642587.55;9,1426128199.18;10,1429490959.81;11,1217946134.43;12,938639257.28;13,681405877.78;14,424254472.44;15,314491998.28;16,156882918.07;17,124454814.54;18,45276383.17;",1
22,1944,6190,9,22,13475.12182,5938,13,899.83,16502104520,5938,6770674324,139.92,146.37,6.45,"0,1410952.93;1,1886509.54;2,291266416.98;3,541916196.10;4,957437087.70;5,1411415681.90;6,1795996300.96;7,2085266016.82;8,2067892944.89;9,1876339811.62;10,1559050573.86;11,1235255634.33;12,920235614.88;13,670745780.82;14,492011954.56;15,340742407.27;16,253025786.28;17,196196.54;",1
23,282,310,15,35,21000.23939,289,29,678.82,17206334016,289,6682373226,4.85,5.25,0.39,"4,47562003.00;5,266210821.81;6,296571453.25;7,449159124.62;8,773894148.91;9,923463143.04;10,1312995376.31;11,1558978411.74;12,1831126324.39;13,1808713915.74;14,1618586156.11;15,1428647005.09;16,1151049296.91;17,1018188529.50;18,758925773.22;19,566766429.48;20,496711620.11;21,358820066.71;22,308434353.36;23,175923909.48;24,55601028.04;",1
24,198,352,10,25,15199.55447,296,23,609.39,10492566912,296,6634568260,3.68,5.92,2.25,"3,137892424.85;4,195522491.97;5,438419681.56;6,683467473.05;7,1057260043.59;8,1255722142.79;9,1371183874.16;10,1272751342.71;11,1170957148.21;12,931217372.33;13,681636781.46;14,480058280.83;15,281113823.92;16,311964337.48;17,130208595.01;18,93188275.88;",1
25,506,681,17,40,24224.43507,618,33,693.57,71389921536,618,6474470214,8.68,11.92,3.23,"4,20858391.88;5,82326266.03;6,531532412.62;7,803241592.72;8,1391616068.93;9,2389738427.99;10,3425752548.98;11,4684069744.75;12,5708991073.51;13,6663905115.57;14,7139079303.11;15,7076834862.78;16,6615850248.66;17,5926408630.53;18,5126451181.99;19,4066138878.76;20,3188029015.41;21,2225544849.08;22,1557173221.62;23,1220964781.39;24,926856855.23;25,618507300.38;",1
26,317,520,12,27,16299.62992,338,20,742.29,38073945620,338,6341072708,5.38,8.91,3.53,"2,4209215.77;3,408784802.20;4,784756603.81;5,1506697174.28;6,2298812234.99;7,3267602946.61;8,4313444528.42;9,4717218141.74;10,4634685157.47;11,4169737354.53;12,3538184031.78;13,2814527404.26;14,2127509559.50;15,1408883484.28;16,956548667.47;17,629591773.10;18,422693685.11;19,45777973.62;20,20745248.62;21,3515769.90;",1
27,72,170,8,18,11355.46868,114,16,632.23,14719421504,114,6301148280,1.82,3.27,1.44,"0,26009326.23;1,62912765.14;2,529359586.87;3,1035876208.08;4,1373344344.16;5,1647608300.34;6,1850357797.53;7,1881588691.80;8,1720200231.71;9,1423452355.30;10,1126214966.87;11,813150814.85;12,539562545.15;13,347219099.38;14,202472945.13;15,126290005.78;16,13795183.25;",0.99
28,296,373,8,19,11721.58405,296,17,618.25,15260853664,296,6140010855,5.04,6.3,1.26,"0,13159694.78;1,42952371.06;2,547414358.56;3,868790607.67;4,1427849490.66;5,1979541012.86;6,2239624925.12;7,2185597913.95;8,1886730487.95;9,1500512525.01;10,1122075680.67;11,672333200.86;12,434394981.81;13,214247935.97;14,123384577.05;15,2238820.29;",1
29,1944,5140,10,24,14782.16989,4720,20,673.38,91266652129,4720,6130383827,105.3,118,12.7,"2,4038999.20;3,915633685.12;4,2331970539.67;5,4653834045.52;6,7543301388.74;7,10117843274.02;8,12074671891.41;9,12134418528.13;10,11595582868.03;11,9467084527.75;12,7429908430.11;13,5260892639.75;14,3519751041.98;15,2189438073.80;16,1283094832.16;17,742577317.58;18,1559218.26;19,1005120.42;",1
30,1409,1864,11,27,16487.08877,1514,24,635.51,1.30818E+11,1514,5846214044,25.64,34.14,8.5,"0,8709940.04;1,57953475.93;2,63591219.15;3,1906221400.63;4,2559439194.72;5,3843755951.00;6,6660298839.13;7,9811702616.81;8,12742536745.09;9,14731934567.31;10,15588320616.91;11,14790268659.97;12,12977683774.65;13,10531154136.88;14,8016788119.57;15,5771565680.55;16,4057970393.64;17,2693242918.24;18,2048274621.96;19,1820362024.07;20,109895890.70;21,24944886.39;22,1193444.95;",1
31,688,821,10,26,15909.8829,709,23,637.76,41532255704,709,5835564358,12.05,14.52,2.47,"1,1321352.71;2,5611588.70;3,223468728.77;4,637508007.20;5,1400005334.64;6,2413153907.52;7,3565854217.81;8,4544757761.74;9,5160974453.92;10,5202365002.41;11,4825824369.86;12,4138038427.10;13,3227868375.85;14,2397429007.08;15,1640140132.77;16,1076776524.13;17,657321969.14;18,385361484.98;19,28454291.68;",1
32,1944,3663,9,22,13529.71283,2662,17,713.52,1.44949E+11,2662,5731558602,50.59,78.84,28.25,"0,2725514.09;1,5490080.17;2,831082801.19;3,2381808889.14;4,5802190735.75;5,10254388985.21;6,14976725823.59;7,18683281703.64;8,20045558800.02;9,19269476254.78;10,16660027010.68;11,12854256986.21;12,9320861757.16;13,6288656793.63;14,3829881271.58;15,2283465722.06;16,1451791435.98;17,5986031.32;18,947523.25;19,126956.88;",1
33,219,233,9,21,13114.98922,226,17,691.64,11804058496,226,5636587635,3.97,4.16,0.19,"2,154413633.38;3,418596757.16;4,813545759.28;5,1130837589.05;6,1557654953.93;7,1625552160.81;8,1621330902.81;9,1328520078.50;10,1101565870.42;11,858996721.64;12,547841269.01;13,304027070.34;14,183227194.68;15,88245598.50;16,69700784.60;",1
34,1944,6156,5,11,6729.692043,5959,6,842.72,5457318773,5959,5295121678,140.37,145.5,5.12,"0,13886655.40;1,149472072.68;2,689580871.65;3,1343490664.54;4,1400721554.95;5,971299074.53;6,531090514.18;7,179027053.17;8,59275196.35;9,39414944.25;10,80058919.27;",0.96
35,226,240,20,38,23281.00734,226,33,666.58,5828317504,226,5217644282,4.06,4.25,0.18,"6,108143958.04;7,118292331.81;8,143356654.41;9,146979827.71;10,300434589.32;11,308085043.87;12,693413053.50;13,501976614.65;14,689759906.01;15,501586108.02;16,404013586.11;17,458454561.57;18,281977843.84;19,381124371.58;20,229288897.54;21,206193287.94;22,135041099.73;23,89703975.45;24,130225762.91;25,264456.62;",0.97
36,1944,5140,9,22,13524.89983,4895,14,846.78,33961381785,4895,4916267757,110.27,118,7.73,"0,435467.55;1,1702769.01;2,348456477.78;3,897672436.24;4,1747139698.62;5,2820849960.96;6,3798247727.32;7,4500390628.72;8,4640137461.67;9,4168068212.74;10,3557938955.76;11,2754225915.18;12,1913902334.72;13,1287549193.32;14,802306271.76;15,460767191.15;16,260448901.42;17,723650.03;18,399501.73;",1
37,310,401,11,27,16519.06393,310,24,636.74,13843349600,310,4791469555,5.25,6.78,1.54,"2,6596608.12;3,194167942.10;4,301850078.37;5,387707548.02;6,683837697.83;7,938840756.04;8,1313595831.31;9,1474437609.07;10,1717043566.20;11,1729484843.24;12,1438730254.46;13,1131488050.29;14,796955974.75;15,594977364.30;16,352898436.08;17,294267738.47;18,237165423.90;19,237140816.48;20,12156008.16;",0.99
38,1944,3376,9,22,13742.72857,2774,18,688.59,1.02653E+11,2774,4743066112,51.3,70.46,19.15,"1,3387290.07;2,535915296.80;3,1538991780.93;4,3724883755.27;5,6919747494.22;6,10200399009.38;7,13058775131.05;8,14138631909.96;9,13803481180.09;10,11944361830.30;11,9470493638.54;12,6923082450.75;13,4653234411.81;14,2926938651.54;15,1724514793.69;16,1054943244.43;17,19045644.19;18,11769980.69;",1
39,191,359,12,27,16201.78428,310,23,649.48,7901191024,310,4597461823,3.58,6.04,2.46,"1,5649993.41;2,52394347.37;3,99616882.45;4,221556299.78;5,337896826.31;6,541065982.40;7,700487622.30;8,889231611.32;9,951900754.76;10,865363489.08;11,781985496.16;12,728242974.89;13,511559894.53;14,438183784.00;15,312240980.23;16,229831635.24;17,115049452.26;18,48423881.29;19,70505321.82;",1
40,93,163,7,17,10492.57355,100,15,618.63,9907575105,100,4474125351,2.17,3.17,1,"0,26175087.82;1,169301138.62;2,356993566.16;3,633080014.93;4,1008110412.38;5,1280378258.85;6,1412099692.73;7,1367055555.20;8,1183558652.70;9,933564276.77;10,693251900.24;11,422437177.10;12,268897637.39;13,137718295.90;14,14948509.24;",1
41,1944,2816,9,22,13544.62548,2592,19,646.37,30299274664,2592,4458309857,50.59,55.2,4.61,"2,349667380.61;3,723926736.84;4,1312708791.91;5,2138311508.52;6,3028681763.29;7,3667713255.25;8,3931355232.15;9,3742208935.74;10,3189759283.89;11,2539997975.80;12,1926371850.54;13,1332862467.77;14,932456885.03;15,701073831.42;16,515951259.03;17,200912683.41;18,54763611.07;19,10526191.26;",1
42,1944,5882,10,25,15182.64746,4139,22,633.99,1.37724E+11,4139,4314242484,88.9,138.43,49.53,"0,2594799.20;1,10250667.25;2,223801443.79;3,1748884535.08;4,3339749166.98;5,6051850827.70;6,9552006522.95;7,13226188716.39;8,16198011664.79;9,17347872488.14;10,16673570574.27;11,14819568520.85;12,12038194824.35;13,9127537820.05;14,6478211357.02;15,4315415109.51;16,2907773074.83;17,2052992594.92;18,1596402506.15;19,10303748.66;20,1610490.13;21,509118.22;",1
43,282,296,19,35,21016.62856,289,29,679.43,8615112448,289,4249700665,4.85,5.04,0.19,"5,64385158.62;6,237213730.54;7,319290840.03;8,416986158.68;9,552199507.85;10,637143192.88;11,811780941.28;12,830476707.55;13,763385899.22;14,771829458.53;15,705544537.69;16,607488791.86;17,432112073.92;18,359162258.33;19,235120429.77;20,203828396.59;21,194188350.32;22,160570042.36;23,196368785.43;24,116033641.49;",0.99
44,261,275,19,40,24336.43852,268,34,677.41,8784725056,268,4230452821,4.56,4.75,0.19,"3,38288093.96;4,23841975.77;5,78488774.74;6,131635691.34;7,114544518.06;8,179100602.86;9,334581004.99;10,339596940.10;11,564859390.11;12,717730042.26;13,757304686.41;14,809002618.45;15,783287063.35;16,875443712.06;17,712569102.38;18,618695805.59;19,530016434.92;20,369513181.03;21,279995295.10;22,227035646.83;23,143311285.60;24,155879103.47;",1
45,170,212,13,28,16909.62915,177,27,0,8466127360,177,4082819237,3.27,3.87,0.6,"3,50050788.33;4,110778026.49;5,236031643.90;6,427382251.37;7,659623388.67;8,782449899.75;9,915376671.77;10,996284097.35;11,987650327.19;12,885938294.19;13,685794539.31;14,537849035.97;15,406883248.26;16,262433009.48;17,238794813.66;18,134915474.36;19,87692820.74;20,43954624.37;21,9952326.68;22,6288678.42;",1
46,324,415,9,22,13242.1896,338,15,780.44,16127252432,338,4066285705,5.49,7.06,1.57,"0,2904099.96;1,13139914.54;2,220654967.36;3,582373517.66;4,1003034331.47;5,1546843717.39;6,1967912873.31;7,2094116833.60;8,2218596599.48;9,1953338818.00;10,1475048009.88;11,1094930022.89;12,840078084.44;13,524667667.38;14,296763645.30;15,172463648.90;16,104767973.22;17,15608704.81;",1
47,219,233,10,22,13421.15935,219,22,0,6947790720,219,4063079458,3.97,4.16,0.19,"0,40585871.68;1,24243106.47;2,10037714.18;3,267896764.54;4,395753982.08;5,708000553.25;6,740014309.94;7,885233656.91;8,822371771.12;9,799992415.61;10,604321356.16;11,486850459.85;12,315227313.54;13,246335582.31;14,381079125.81;15,123413748.28;16,49850354.45;17,46580871.30;",0.99
48,100,121,5,11,6811.870724,100,11,0,4686517760,100,3607647136,2.29,2.62,0.32,"0,119550913.85;1,382476812.14;2,747350336.67;3,973215599.12;4,874121902.49;5,690070295.35;6,471498586.76;7,244298827.07;8,130002142.39;9,53434727.64;10,496846.17;",0.99
49,233,261,18,41,24587.22357,240,39,601.02,9495569088,240,3598504666,4.16,4.56,0.4,"5,781293.25;6,138340645.91;7,161155219.98;8,163561659.68;9,313694495.87;10,382986028.08;11,550527932.76;12,731765494.27;13,698352423.10;14,863950129.70;15,909773954.44;16,811253948.40;17,618698498.96;18,602893470.37;19,484211893.36;20,371889292.88;21,364264729.61;22,273693747.15;23,253509402.72;24,218329353.15;25,188774744.06;26,155201316.58;27,102099102.07;28,60378214.80;29,75309787.07;30,166492.47;",0.99
50,331,387,14,27,16302.12802,331,21,710.14,3903759040,331,3523777942,5.59,6.54,0.95,"7,692475090.62;8,698194432.45;9,607282315.19;10,486513413.07;11,387169455.78;12,295340351.51;13,183239016.63;14,137894124.49;15,75344605.91;16,57097954.75;17,39062803.34;18,37327725.64;19,41330938.93;20,43370143.07;21,40892010.21;22,77070146.91;23,4152935.10;",0.9
51,219,282,8,19,11877.72142,219,15,700.21,6699143408,219,3475760737,3.97,4.85,0.88,"1,18287606.04;2,151092077.63;3,295361980.73;4,519668836.76;5,807946576.12;6,957866986.27;7,1034071245.51;8,913982843.44;9,710437857.98;10,529991974.60;11,317771023.69;12,235196326.27;13,139101398.48;14,60850432.55;15,4831516.81;16,2682726.29;",1
52,1871,2200,9,22,13199.24671,2053,17,696.07,28897602698,2053,3463935946,34.31,42.09,7.78,"0,908524.83;1,3791455.87;2,405153005.68;3,1076815511.41;4,1958346992.96;5,2885507938.06;6,3618803583.96;7,3966937803.67;8,3837174553.48;9,3359788436.33;10,2701061308.21;11,1956078300.40;12,1312235594.07;13,847303700.39;14,494868287.74;15,298453300.61;16,160500101.41;17,12215422.96;18,1641522.76;",1
53,289,450,12,26,15567.32221,289,23,624.11,4702106664,289,3360900034,4.95,7.72,2.77,"0,1462876.89;1,1861633.03;2,1831302.73;3,95320945.35;4,142291833.65;5,243181502.18;6,366711234.40;7,494526447.52;8,537036337.18;9,613644966.50;10,545399795.71;11,506720066.50;12,357013044.42;13,290849431.62;14,201954241.32;15,105282095.54;16,59764346.67;17,71132678.71;18,45420157.25;19,20699704.95;",1
54,1944,2746,9,22,13487.62557,2592,18,675.79,26541860960,2592,3350580374,50.03,53.77,3.74,"0,6490530.78;1,20738004.56;2,198547744.85;3,509176180.24;4,1129567690.46;5,1952145753.30;6,2834388495.93;7,3360160448.89;8,3615417538.33;9,3423965210.51;10,2931783520.03;11,2291765900.92;12,1629727360.89;13,1110054809.93;14,713596685.17;15,465330560.20;16,271323393.16;17,71007578.23;18,6651545.12;",1
55,1944,2732,9,22,13532.8734,2648,17,713.57,23463810688,2648,3340001360,51.84,53.48,1.65,"6,5847330423.81;7,4893077340.94;8,3722047008.34;9,2666465885.16;10,1759138179.72;11,1064984406.69;12,644070791.54;13,360570368.80;14,236129301.60;15,201438814.22;16,249442980.70;17,358426252.60;18,450068459.32;19,501848979.07;20,508762433.97;",0.85
56,254,275,20,45,27206.48812,254,44,0,8793250304,254,3257645141,4.46,4.75,0.29,"3,22724087.74;4,70759913.29;5,20654796.56;6,34859712.46;7,134586223.90;8,212121509.31;9,168196750.75;10,200396715.01;11,311513105.91;12,460314539.07;13,536310172.73;14,604230935.58;15,701470219.16;16,772687629.29;17,708002594.18;18,701039016.33;19,597031935.67;20,559398729.04;21,392992885.21;22,353704613.33;23,303789486.96;24,279497329.00;25,188972887.81;26,143725720.54;27,159469059.11;28,120758790.55;29,30645557.13;30,3389780.29;",0.99
57,289,394,13,27,16315.9686,289,23,654.05,3304404528,289,3149711539,4.95,6.66,1.71,"3,73742146.72;4,105053068.73;5,167565318.08;6,240829360.77;7,248456624.87;8,401446785.28;9,386669395.38;10,407660283.54;11,361239362.85;12,275280015.93;13,213543080.11;14,140191121.66;15,112648011.81;16,73344740.47;17,40068810.81;18,56664819.84;",0.99
58,1409,1808,11,27,16558.10084,1493,23,663.73,57552364956,1493,3095534423,25.64,32.83,7.19,"0,79021794.99;1,67596048.92;2,1008441709.58;3,1049798876.01;4,1198955654.85;5,2093183562.82;6,3026382536.58;7,4273409768.53;8,5303104470.82;9,6095213536.32;10,6387643891.84;11,6178995636.20;12,5404829752.02;13,4366978093.75;14,3253856021.11;15,2480710221.90;16,1857526346.69;17,1577822563.57;18,1585082035.38;19,234542712.56;20,20512721.88;21,8706233.64;",0.99
59,1423,1829,11,27,16473.08795,1514,23,660.29,66287646204,1514,2987158179,25.87,33.33,7.46,"0,63755044.35;1,659761768.72;2,784762522.12;3,939020514.71;4,1427319932.67;5,2504801933.97;6,3827680999.27;7,5176162577.82;8,6641924875.68;9,7430022985.30;10,7649743107.74;11,7201739591.60;12,6299769500.57;13,4947669285.10;14,3845295802.41;15,2931580402.33;16,1955722702.39;17,1884498137.71;18,99422280.38;19,8885340.38;20,8051094.30;",1
60,156,191,8,19,11610.27165,156,18,0,7053607168,156,2984715881,3.06,3.58,0.52,"0,33741465.16;1,56967298.94;2,207420262.03;3,404599305.31;4,578907289.95;5,772984548.01;6,918407822.61;7,959240534.11;8,853854321.18;9,737982418.88;10,553745086.10;11,409117418.96;12,252628552.44;13,175390553.73;14,102709062.24;15,31527956.84;16,4380511.14;",1
61,240,254,22,46,27835.75825,247,45,0,6339813888,247,2914670978,4.25,4.46,0.21,"7,59881910.25;8,116551440.44;9,147147536.14;10,192730354.93;11,214199070.85;12,378319566.74;13,348395420.82;14,427824823.26;15,431033278.31;16,457171641.45;17,575664455.50;18,444680608.04;19,432393602.33;20,370452324.88;21,396781167.36;22,280264342.60;23,299042768.65;24,143171244.09;25,157018086.81;26,127343975.29;27,237823475.43;28,101301605.49;29,616612.81;",0.98
62,240,261,5,12,7681.348394,240,10,641.45,4338369600,240,2880261990,4.25,4.56,0.31,"0,94200996.20;1,266038352.01;2,507234533.45;3,676563274.48;4,747718862.79;5,655899709.00;6,456862581.06;7,405467840.46;8,305477581.24;9,161454936.44;10,61449810.00;",0.99
63,219,240,8,18,11020.49738,219,16,613.59,5898324640,219,2877007184,3.97,4.25,0.28,"0,19417266.27;1,126899913.67;2,208292076.75;3,359053889.59;4,637512511.13;5,814090021.53;6,914087204.47;7,718190197.41;8,662470516.99;9,455350433.94;10,390231380.58;11,192992630.96;12,169648851.66;13,108951331.86;14,95016727.42;15,4290533.09;16,9555276.59;17,12272253.57;",0.99
64,1416,1836,11,27,16516.08383,1514,24,636.63,60033425684,1514,2834065097,25.75,33.48,7.72,"0,65491698.39;1,71359258.02;2,118793240.35;3,1224702415.69;4,1651905460.38;5,2673463251.78;6,3715341304.51;7,4961135794.61;8,5907616503.57;9,6485784412.78;10,6539206778.62;11,6208755839.11;12,5293550892.67;13,4309770062.04;14,3299329692.46;15,2389236762.43;16,1774108467.31;17,1249123976.21;18,1125871216.43;19,952986324.77;20,11620603.17;21,4220121.45;",1
65,1353,1465,11,27,16648.1608,1409,24,641.59,21839087288,1409,2830445267,24.65,26.58,1.93,"1,3554991.91;2,3371116.42;3,151750170.77;4,320578169.20;5,587642473.92;6,1079513432.84;7,1707574131.10;8,2069586097.00;9,2507571287.97;10,2628571483.53;11,2476973739.62;12,2209002428.29;13,1847034005.52;14,1477651976.66;15,1028916297.70;16,727466162.77;17,436255106.35;18,320272130.76;19,241298742.73;20,14485944.55;",1
66,492,548,18,40,24240.48029,520,33,694.08,16619473344,520,2821669771,8.46,9.41,0.95,"3,2696427.87;4,55028044.18;5,48355981.85;6,109137107.89;7,190984348.69;8,386207712.88;9,600923552.44;10,725646114.42;11,982367907.43;12,1344791246.87;13,1665265931.53;14,1659958469.90;15,1570338667.58;16,1409555292.04;17,1390757998.56;18,1164699939.03;19,908666570.10;20,751069350.56;21,508702487.30;22,398141031.31;23,335778187.77;24,195955978.20;25,105721985.74;26,48832867.05;27,59873393.73;",1
67,296,338,20,34,20583.45452,296,29,665.48,4790917584,296,2819360225,5.04,5.7,0.66,"5,9411793.80;6,128472081.07;7,227651367.75;8,270033230.32;9,327992213.76;10,412928858.84;11,515116370.48;12,462260341.28;13,475603617.64;14,421576073.40;15,325864047.46;16,240507314.52;17,277842262.74;18,208755309.58;19,86295157.82;20,102792957.85;21,80931277.16;22,91249354.46;23,125631484.06;",0.99
68,247,268,48,90,54411.61476,268,88,605.98,4706994304,268,2780112100,4.37,4.65,0.28,"17,3341817.44;18,57007120.73;19,37934507.94;20,71061381.51;21,50571608.17;22,51098587.04;23,68014486.90;24,163590795.15;25,149113655.40;26,166568477.76;27,153541759.92;28,190150532.83;29,149898758.13;30,188273232.32;31,192488750.65;32,233462407.83;33,201501787.10;34,231705988.35;35,168908507.25;36,193372231.29;37,201381404.34;38,176503967.82;39,132087968.68;40,192698766.33;41,151904274.93;42,176551270.48;43,114432489.25;44,174757908.30;45,134455569.32;46,131902292.86;47,103640056.45;48,102908220.31;49,30003470.19;50,57644722.96;51,35829677.69;52,46085194.36;53,21806656.38;54,788845.00;",0.93
